SUBMOSTRA;DL;DE;F/MAX;F/DEP;F/ID;M/MAX
756;8;0,14285715;8;0;0;17;
757;0;0,0;0;0;0;6;
758;0;0,0;0;0;0;4;
759;0;0,0;0;0;0;0;
760;0;0,0;0;0;0;0;
761;0;0,0;0;0;0;0;
762;0;0,0;0;0;0;0;
763;0;0,0;0;0;0;0;
764;0;0,0;0;0;0;0;
765;0;0,0;0;0;0;0;
766;10;0,27027026;6;0;0;3;
767;0;0,0;0;0;0;2;
768;0;0,0;0;0;0;0;
769;0;0,0;0;0;0;5;
770;4;0,08;4;0;0;3;
771;7;0,097222224;7;0;0;5;
772;0;0,0;0;0;0;0;
773;0;0,0;0;0;0;7;
774;0;0,0;0;0;0;0;
775;0;0,0;0;0;0;5;
776;0;0,0;0;0;0;0;
777;6;0,11764706;6;0;0;13;
778;0;0,0;0;0;0;0;
779;0;0,0;0;0;0;0;
780;10;0,23809524;10;0;0;3;
781;0;0,0;0;0;0;0;
